file,label,referenced_by,import_risk,suggested_action,reason
block_lo_arm_order_network/generate_nn_paths.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/graph_normalize.py,MAINLINE,py:5;doc:4,HIGH,KEEP,"imported_by=causal_hidden_rollout.py,graph_order.py,graph_structure_metrics.py..."
block_lo_arm_order_network/graph_order.py,MAINLINE,py:4;doc:3,HIGH,KEEP,"imported_by=test_causal_hidden_rollout.py,test_graph_order.py,run_causal_hidden_probe.py..."
block_lo_arm_order_network/graph_regime_diagnostic.py,UNKNOWN,py:0;doc:3,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/graph_structure_metrics.py,MAINLINE,py:2;doc:4,MED,KEEP,"imported_by=test_graph_structure_metrics.py,run_hidden_graph_diag.py"
block_lo_arm_order_network/hidden_graph.py,MAINLINE,py:2;doc:2,MED,KEEP,"imported_by=test_hidden_graph.py,run_hidden_graph_diag.py"
block_lo_arm_order_network/hidden_graph_modelio.py,MAINLINE,py:3;doc:3,HIGH,KEEP,"imported_by=test_hidden_graph_modelio.py,run_causal_hidden_probe.py,run_hidden_graph_diag.py"
block_lo_arm_order_network/hidden_residual_graph.py,MAINLINE,py:4;doc:3,HIGH,KEEP,"imported_by=test_hidden_residual_graph.py,run_causal_hidden_probe.py,run_hidden_graph_diag.py..."
block_lo_arm_order_network/hidden_residual_hidden.py,MAINLINE,py:3;doc:4,HIGH,KEEP,"imported_by=test_hidden_residual_hidden.py,run_hidden_graph_diag.py,run_hidden_residual_diag.py"
block_lo_arm_order_network/hidden_residual_probe.py,MAINLINE,py:2;doc:1,MED,KEEP,"imported_by=test_hidden_residual_probe.py,run_hidden_residual_diag.py"
block_lo_arm_order_network/hill_climb_batched.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/layer_head_locality_scan.py,LAUNCH_HELPER,py:0;sh:1;doc:3,LOW-SH,KEEP (launcher dep),sh=run_overnight_p0_p1_p2.sh
block_lo_arm_order_network/m_step_train.py,UNKNOWN,py:0;doc:1,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/mlp_residual_policy.py,MAINLINE,py:2;doc:2,MED,KEEP,"imported_by=stage_b_sanity_check.py,train_learned_policy.py"
block_lo_arm_order_network/model_AOGPT_AdaLN6_NoRep_cond_128_trunc_qknorm.py,MAINLINE,py:29;doc:7,HIGH,KEEP,"imported_by=path_patch_handoff.py,diagnose_reward_signal.py,drift_eval.py..."
block_lo_arm_order_network/neural_readout/__init__.py,MAINLINE,py:0;doc:12,NONE,KEEP,no refs found
block_lo_arm_order_network/neural_readout/ablation_inputs.py,MAINLINE,py:2;doc:1,MED,KEEP,"imported_by=train_nr1.py,test_neural_readout_ablation_inputs.py"
block_lo_arm_order_network/neural_readout/dataset.py,MAINLINE,py:4;sh:13;doc:37,HIGH,KEEP,"imported_by=eval_frozen_nll.py,train_nr1.py,test_neural_readout_dataset.py..."
block_lo_arm_order_network/neural_readout/diversity_stats.py,MAINLINE,py:1;sh:3;doc:1,MED,KEEP,imported_by=test_neural_readout_diversity.py
block_lo_arm_order_network/neural_readout/eval_frozen_nll.py,MAINLINE,py:1;sh:1;doc:2,MED,KEEP,imported_by=test_neural_readout_frozen_nll.py
block_lo_arm_order_network/neural_readout/eval_metrics.py,MAINLINE,py:13;sh:1;doc:4,HIGH,KEEP,"imported_by=block_granularity_scan.py,label_free_pipeline.py,train_offline.py..."
block_lo_arm_order_network/neural_readout/extract_b.py,MAINLINE,py:42;doc:9,HIGH,KEEP,"imported_by=block_granularity_scan.py,build_gbeta_headset_dataset.py,build_l0_dynamic_gbeta_dataset.py..."
block_lo_arm_order_network/neural_readout/graph_transformer_readout.py,MAINLINE,py:4;sh:1;doc:3,HIGH,KEEP,"imported_by=eval_frozen_nll.py,train_nr1.py,test_neural_readout_model.py..."
block_lo_arm_order_network/neural_readout/loss.py,MAINLINE,py:5;sh:5;doc:108,HIGH,KEEP,"imported_by=train_offline.py,train_nr1.py,test_batch_readout_loss.py..."
block_lo_arm_order_network/neural_readout/teacher_labels.py,MAINLINE,py:21;doc:5,HIGH,KEEP,"imported_by=block_granularity_scan.py,build_gbeta_headset_dataset.py,diagnose_readout_collapse.py..."
block_lo_arm_order_network/neural_readout/train_nr1.py,MAINLINE,py:1;sh:3;doc:3,MED,KEEP,imported_by=test_neural_readout_train_smoke.py
block_lo_arm_order_network/nn_paths_gpu.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/nn_paths_mp.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/nn_paths_n64.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/none_separated_block_graph.py,MAINLINE,py:34;doc:22,HIGH,KEEP,"imported_by=canonical_reanalysis.py,diag_model_frame_feedback.py,diag_shuffled_ar_model_frame_order.py..."
block_lo_arm_order_network/order_diagnostics.py,MAINLINE,py:14;doc:2,HIGH,KEEP,"imported_by=consensus_order_diagnostic.py,diagnose_patch_aggregation.py,directed_graph_policy.py..."
block_lo_arm_order_network/order_network.py,MAINLINE,py:22;doc:3,HIGH,KEEP,"imported_by=compare_on_versions.py,cotrain_aogpt_on.py,cotrain_sampling.py..."
block_lo_arm_order_network/p0_extract_delta_attention.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/p0_n16_direct.py,UNKNOWN,py:0;doc:3,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/p0_permuted_ckpt.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/p0_route_a.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/p1_validate_dp.py,MAINLINE,py:1;doc:2,MED,KEEP,imported_by=test_p1_validate_dp.py
block_lo_arm_order_network/p2_build_training_data.py,MAINLINE,py:2;doc:2,MED,KEEP,"imported_by=generate_nn_paths.py,test_p2_build_training_data.py"
block_lo_arm_order_network/per_head_order_scan.py,MAINLINE,py:53;sh:6;doc:29,HIGH,KEEP,"imported_by=build_gbeta_headset_dataset.py,canonical_reanalysis.py,cdl_teacher_ablation.py..."
block_lo_arm_order_network/plot_training_curves.py,DIAGNOSTIC,py:0,NONE,-> scripts|analyses/diagnostics (Phase 2B),diag-name
block_lo_arm_order_network/position_graph.py,MAINLINE,py:3;doc:4,HIGH,KEEP,"imported_by=test_position_graph.py,run_causal_hidden_probe.py,run_hidden_graph_diag.py"
block_lo_arm_order_network/probe_adjacent.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/quick_head_selector.py,MAINLINE,py:4;doc:3,HIGH,KEEP,"imported_by=block_granularity_scan.py,cheap_layer_screen_image.py,per_head_order_scan.py..."
block_lo_arm_order_network/readout_fitness.py,UNKNOWN,py:0;doc:1,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/readout_order_diagnostic.py,MAINLINE,py:6;doc:2,HIGH,KEEP,"imported_by=cem_readout_search.py,train_imagelarge_round2.py,diagnose_attention_graphs.py..."
block_lo_arm_order_network/reranker.py,MAINLINE,py:9;doc:3,HIGH,KEEP,"imported_by=compare_modes.py,debug_mlp_steps.py,diagnose_labels.py..."
block_lo_arm_order_network/run_experiments.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/run_frozen_diagnostic.py,LAUNCH_HELPER,py:0;sh:1,LOW-SH,KEEP (launcher dep),sh=run_overnight_p0_p1_p2.sh
block_lo_arm_order_network/run_full10k.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/run_image_large_grw_pipeline.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,image-line
block_lo_arm_order_network/run_long7k.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/run_multi_seed_short.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/run_phase1_diagnostic.py,UNKNOWN,py:0;doc:2,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/sample_level_locality_diagnostic.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/scripts/aggregate_frozen_beta_curves.py,UNKNOWN,py:0;doc:1,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/scripts/analyze_image_locality.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,image-line
block_lo_arm_order_network/scripts/audition_heads.py,LAUNCH_HELPER,py:0;sh:1;doc:2,LOW-SH,KEEP (launcher dep),sh=pipeline_no_label.sh
block_lo_arm_order_network/scripts/calibrate_position_only.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/scripts/calibrate_position_only_fine.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/scripts/image/aggregate_image_ci.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,image-line
block_lo_arm_order_network/scripts/run_alternating_from0.py,UNKNOWN,py:0;doc:1,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/scripts/run_phase2_chain.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/scripts/run_phase33_gbeta.py,LAUNCH_HELPER,py:0;sh:7;doc:5,LOW-SH,KEEP (launcher dep),sh=auto_seed1_frozen_beta.sh
block_lo_arm_order_network/scripts/run_position_only.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/scripts/run_source_start_overnight.py,MAINLINE,py:3;doc:1,HIGH,KEEP,"imported_by=run_alternating_from0.py,run_phase2_chain.py,run_position_only.py"
block_lo_arm_order_network/scripts/run_text_phase2_smoke_preflight.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/scripts/scan_image_heads.py,DIAGNOSTIC,py:0,NONE,-> scripts|analyses/diagnostics (Phase 2B),diag-name; image-line
block_lo_arm_order_network/scripts/summarize_phase2_text.py,DIAGNOSTIC,py:0,NONE,-> scripts|analyses/diagnostics (Phase 2B),diag-name
block_lo_arm_order_network/scripts/text/audit_text_runs.py,UNKNOWN,py:0;doc:1,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/stage_b_sanity_check.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/structural_probes.py,UNKNOWN,py:0;doc:1,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/sweep_tau.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/test_attention_order.py,MAINLINE,py:0,NONE,KEEP,test
block_lo_arm_order_network/test_attn_order.py,MAINLINE,py:0;doc:2,NONE,KEEP,test
block_lo_arm_order_network/test_attn_order_alternating.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/test_attn_order_mlp_policy.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/test_on_gen.py,MAINLINE,py:0,NONE,KEEP,test
block_lo_arm_order_network/test_proximity_order.py,MAINLINE,py:0,NONE,KEEP,test
block_lo_arm_order_network/test_vq64_alternating.py,MAINLINE,py:0;doc:1,NONE,KEEP,test; image-line
block_lo_arm_order_network/tests/__init__.py,MAINLINE,py:0;doc:12,NONE,KEEP,test
block_lo_arm_order_network/tests/conftest.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_add_consensus_order_to_gbeta_dataset.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_analyze_handoff_circuit.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_aogpt_ych_attention_export.py,MAINLINE,py:0,NONE,KEEP,test
block_lo_arm_order_network/tests/test_attention_curriculum_orders.py,MAINLINE,py:0,NONE,KEEP,test
block_lo_arm_order_network/tests/test_attention_trajectory_alllayer.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_attn_composition.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_batch_readout_dataset.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_batch_readout_diversity.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_batch_readout_eval_frozen_phase2.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_batch_readout_extract.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_batch_readout_integration_hook.py,MAINLINE,py:0;doc:2,NONE,KEEP,test
block_lo_arm_order_network/tests/test_batch_readout_loss.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_batch_readout_metrics.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_batch_readout_model.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_batch_readout_pl_sampling.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_batch_readout_selection_policy.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_batch_readout_train_overfit.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_build_l0_dynamic_gbeta_dataset.py,MAINLINE,py:0;doc:2,NONE,KEEP,test
block_lo_arm_order_network/tests/test_build_label_free_candidate_sets.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_canon_ablation.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_canon_aggregate.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_canon_content.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_canon_emergence_curves.py,MAINLINE,py:0,NONE,KEEP,test
block_lo_arm_order_network/tests/test_canon_plot.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_canon_scan.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_canon_sweep.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_causal_hidden_rollout.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_clean_training_protocol.py,MAINLINE,py:0,NONE,KEEP,test
block_lo_arm_order_network/tests/test_cotrain_sampling.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_direct_order_provider.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_direct_policy_training_config.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_directed_graph_policy.py,MAINLINE,py:0;doc:2,NONE,KEEP,test
block_lo_arm_order_network/tests/test_dp_solver.py,MAINLINE,py:0,NONE,KEEP,test
block_lo_arm_order_network/tests/test_emergence_a1.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_emergence_a2.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_emergence_a3.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_emergence_a4_extract.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_emergence_a4_render.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_emergence_driver.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_emergence_loader.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_eval_fixed_order_protocol.py,MAINLINE,py:0,NONE,KEEP,test
block_lo_arm_order_network/tests/test_eval_l0_dynamic_gbeta.py,MAINLINE,py:0;doc:2,NONE,KEEP,test
block_lo_arm_order_network/tests/test_eval_l0_dynamic_gbeta_losses.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_extract_A_remap_vectorized.py,MAINLINE,py:0,NONE,KEEP,test
block_lo_arm_order_network/tests/test_extract_real_attention_ych.py,MAINLINE,py:0,NONE,KEEP,test
block_lo_arm_order_network/tests/test_frozen_gbeta_hook.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_graph_normalize.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_graph_order.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_graph_structure_metrics.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_handoff_carrier_config.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_handoff_driver_smoke.py,MAINLINE,py:0;doc:1,NONE,KEEP,test; dated/one-off
block_lo_arm_order_network/tests/test_handoff_mean_ablation.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_handoff_path_patch.py,MAINLINE,py:0;doc:1,NONE,KEEP,test; image-line
block_lo_arm_order_network/tests/test_handoff_probe_readout.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_handoff_stage1.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_handoff_stage2.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_handoff_table.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_hidden_graph.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_hidden_graph_modelio.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_hidden_residual_graph.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_hidden_residual_hidden.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_hidden_residual_probe.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_hook_order_provider.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_l0_dynamic_gbeta.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_l0_strict65.py,MAINLINE,py:0;doc:2,NONE,KEEP,test
block_lo_arm_order_network/tests/test_label_free_cdl_teacher.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_layout_ood_eval.py,MAINLINE,py:0,NONE,KEEP,test
block_lo_arm_order_network/tests/test_mock_data.py,MAINLINE,py:0,NONE,KEEP,test
block_lo_arm_order_network/tests/test_neural_readout_ablation_inputs.py,MAINLINE,py:0,NONE,KEEP,test
block_lo_arm_order_network/tests/test_neural_readout_dataset.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_neural_readout_diversity.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_neural_readout_extract_b.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_neural_readout_extract_seed.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_neural_readout_frozen_nll.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_neural_readout_loss.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_neural_readout_metrics.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_neural_readout_model.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_neural_readout_overfit.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_neural_readout_selection_policy.py,MAINLINE,py:0;sh:1;doc:1,LOW-SH,KEEP,test; sh=run_nr1_task16_report.sh
block_lo_arm_order_network/tests/test_neural_readout_teacher.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_neural_readout_train_smoke.py,MAINLINE,py:0,NONE,KEEP,test; dated/one-off
block_lo_arm_order_network/tests/test_none_separated_block_graph.py,MAINLINE,py:0;doc:4,NONE,KEEP,test
block_lo_arm_order_network/tests/test_order_distillation_losses.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_order_distillation_metrics.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_order_network.py,MAINLINE,py:0,NONE,KEEP,test
block_lo_arm_order_network/tests/test_order_tau_readout.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_p1_validate_dp.py,MAINLINE,py:0,NONE,KEEP,test
block_lo_arm_order_network/tests/test_p2_build_training_data.py,MAINLINE,py:0,NONE,KEEP,test
block_lo_arm_order_network/tests/test_p3prime_a0.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_p3prime_a1_local.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_p3prime_a1_loko.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_p3prime_b.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_p3prime_builder.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_p3prime_c.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_p3prime_d.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_p3prime_driver.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_p3prime_readme.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_p3prime_transforms.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_p3prime_verdict.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_p5_candidates.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_p5_controllers.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_p5_driver.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_p5_headroom.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_p5_hidden.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_p5_metrics.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_p5_order_nll.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_p5_routing.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_p5_scaffold.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_p5_teacher.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_p5_train.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_p6_h_residual.py,MAINLINE,py:0,NONE,KEEP,test
block_lo_arm_order_network/tests/test_p6_routing.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_per_head_scan_batched.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_plot_collaborator_b1_average_model_to_phys.py,MAINLINE,py:0,NONE,KEEP,test
block_lo_arm_order_network/tests/test_plot_emergence.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_position_graph.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_pp_binding.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_pp_floor.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_pp_frame.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_pp_layouts.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_pp_part1.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_pp_part1_summary.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_pp_part2_driver.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_pp_pe_ablation.py,MAINLINE,py:0;doc:2,NONE,KEEP,test
block_lo_arm_order_network/tests/test_pp_plot_part2.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_pp_relayout.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_pss_blockswap.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_pss_gate.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_pss_mask_norm.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_pss_per_text.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_pss_plot.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_pss_predictor.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_pss_randtoken.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_pss_relayout.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_pss_return_halves.py,MAINLINE,py:0,NONE,KEEP,test
block_lo_arm_order_network/tests/test_pss_synth.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_pss_variance.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_pss_verdict.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_quick_head_selector.py,MAINLINE,py:0;doc:2,NONE,KEEP,test
block_lo_arm_order_network/tests/test_route_a_order_network.py,MAINLINE,py:0,NONE,KEEP,test
block_lo_arm_order_network/tests/test_search_raw_none_separated_65_heads.py,MAINLINE,py:0;doc:3,NONE,KEEP,test
block_lo_arm_order_network/tests/test_selected_head_dataset.py,MAINLINE,py:0,NONE,KEEP,test
block_lo_arm_order_network/tests/test_soft_pairwise.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_summarize_gbeta_loss_comparison.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_topk_clustered_pairwise_teacher.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_train_clean_wandb_logging.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_train_cluster_teacher_match.py,MAINLINE,py:0;doc:1,NONE,KEEP,test
block_lo_arm_order_network/tests/test_train_l0_dynamic_gbeta.py,MAINLINE,py:2;doc:2,MED,KEEP,"test; imported_by=test_eval_l0_dynamic_gbeta.py,test_eval_l0_dynamic_gbeta_losses.py"
